id	filename	md5	size	state
2a82e572-e911-4103-b01a-8a5fc8dcc8a6	2a82e572-e911-4103-b01a-8a5fc8dcc8a6/16a4979e-c57f-4341-8471-3dea2a358a96.rna_seq.augmented_star_gene_counts.tsv	955b3c7f470daa0bfe36f6e3af6c97f1	4225787	validated
2d667907-3666-4cb4-8629-6c20b4ef77b3	2d667907-3666-4cb4-8629-6c20b4ef77b3/0363c6fe-a60c-4cb9-9454-311bbf7c82f0.rna_seq.augmented_star_gene_counts.tsv	b0a6791a082c5aa5935fc5aaaa6704fa	4237462	validated
36967820-2fb2-41f5-9fa8-b2021d09e0ad	36967820-2fb2-41f5-9fa8-b2021d09e0ad/4d7feeb8-25fb-424d-83ca-144102bb869f.rna_seq.augmented_star_gene_counts.tsv	cf385fde8e8007cd0054ddf4157f8c60	4224938	validated
38f3f620-6776-4d79-ba15-f562e6f30277	38f3f620-6776-4d79-ba15-f562e6f30277/940fdde3-3a55-4eff-9bbf-697393487837.rna_seq.augmented_star_gene_counts.tsv	b030ccc6a8c27a2378937b24b1d486a1	4219078	validated
3934d67f-58f0-432d-8c12-72346d31a753	3934d67f-58f0-432d-8c12-72346d31a753/9122326f-ce63-4683-9edb-c1cd0f49fa88.rna_seq.augmented_star_gene_counts.tsv	8d5ae220ccdf903dc6aec003265deebf	4245964	validated
39e5693d-d4b9-424d-83fa-c8a4bf0a02b4	39e5693d-d4b9-424d-83fa-c8a4bf0a02b4/6b1b3978-fae0-4864-9c1a-90e64384e381.rna_seq.augmented_star_gene_counts.tsv	d3e3dc418059767557a8b564ef9461b5	4236450	validated
3b799ba8-b92c-4569-ae57-08bda7449f25	3b799ba8-b92c-4569-ae57-08bda7449f25/5d0f348a-2541-4ff2-92df-daa9a9a851fd.rna_seq.augmented_star_gene_counts.tsv	acc5c2b35bebdbac80a56f04176853cf	4230533	validated
40d8ec31-60e2-4c0b-ae9b-c5910e2cebba	40d8ec31-60e2-4c0b-ae9b-c5910e2cebba/67d3e1d0-3643-4964-a966-632eade7711b.rna_seq.augmented_star_gene_counts.tsv	434bab4c985a1e7008d454584e67ab6e	4228907	validated
41ead8d0-85e4-41ff-9e51-8afe1e51ea6b	41ead8d0-85e4-41ff-9e51-8afe1e51ea6b/06abcea6-aa83-4200-8235-dfb9cb1b5de2.rna_seq.augmented_star_gene_counts.tsv	262a57779fc3c41c14acd54eb5607495	4225287	validated
44fafd9e-b603-48f0-86ec-2022601f139f	44fafd9e-b603-48f0-86ec-2022601f139f/1c15d5d5-c021-41cf-b1fb-2f7e32279674.rna_seq.augmented_star_gene_counts.tsv	555686ffb62e8cc14521f3ca643aa7f8	4229886	validated
47b9ed0d-d680-458b-8541-a4852262e484	47b9ed0d-d680-458b-8541-a4852262e484/04eb2ac9-b9ab-4852-8d06-0516c5221aa1.rna_seq.augmented_star_gene_counts.tsv	779e2b8c07b089f31bf3a9abc6589f13	4227556	validated
489bb150-5eb7-46af-9c6e-9881016b6ba7	489bb150-5eb7-46af-9c6e-9881016b6ba7/8c44dbc3-a9fa-40cf-b17a-6d77393cf29f.rna_seq.augmented_star_gene_counts.tsv	2e43d85c93c337f5f1126f25c77f3253	4229996	validated
4a71dd8d-e7d7-4444-bf25-e25bbc620d8f	4a71dd8d-e7d7-4444-bf25-e25bbc620d8f/5a08f79b-8c12-43d5-a3bb-bd5c9b6fbc5b.rna_seq.augmented_star_gene_counts.tsv	30511b6dd7f8812735ef1615f0c1f1c2	4212364	validated
4bd409db-831d-4892-aa7f-e5e5bbd5bfae	4bd409db-831d-4892-aa7f-e5e5bbd5bfae/4d2209df-9e4d-4b55-bd0e-4b3503316912.rna_seq.augmented_star_gene_counts.tsv	c43f29b09da841e05d93050a98bed498	4221956	validated
4bdddb3c-3639-451e-ad97-664fc48b6bf8	4bdddb3c-3639-451e-ad97-664fc48b6bf8/ebf77831-623c-4a82-8fb5-76dd437c1331.rna_seq.augmented_star_gene_counts.tsv	45fd051c2787ebc21b7480dc78ef99b1	4211258	validated
4d2c5caa-ba0e-49ed-8c9f-2df4c857f4dc	4d2c5caa-ba0e-49ed-8c9f-2df4c857f4dc/b8c39c47-e4ad-4ef1-b4d8-bf5825292890.rna_seq.augmented_star_gene_counts.tsv	8be7fc415390ca0e15de7dfcc93bd70f	4233682	validated
4e136d13-7cef-4b44-aa07-6cd04d8a31f7	4e136d13-7cef-4b44-aa07-6cd04d8a31f7/d1e27cb7-5c45-4ac7-ba7b-900ed4abc2b4.rna_seq.augmented_star_gene_counts.tsv	fb77340db57064268f63b4ad39b7ae1d	4242763	validated
5312ceac-498e-497a-8000-6083e2214917	5312ceac-498e-497a-8000-6083e2214917/90a3f106-2d1f-4c1e-a03b-153b6bf50eed.rna_seq.augmented_star_gene_counts.tsv	c8966936b415ddb7c51b4f2e8ae0afba	4215472	validated
5706bf95-e372-46d4-ae27-7f02ecfb43c7	5706bf95-e372-46d4-ae27-7f02ecfb43c7/32771801-2560-4ca5-969e-5156d880f770.rna_seq.augmented_star_gene_counts.tsv	33a225289dc4e1e8a7594b33f03459ea	4233627	validated
577f45d0-c021-46e9-95c1-9795af717c18	577f45d0-c021-46e9-95c1-9795af717c18/65b3085d-90a1-4bc0-bee7-d52ebb721be0.rna_seq.augmented_star_gene_counts.tsv	98b6db1a5805fca6cd780c72e5046590	4223242	validated
5c1e860e-a8c2-4dfc-aceb-d1bddb365edf	5c1e860e-a8c2-4dfc-aceb-d1bddb365edf/9b585d48-5e19-4605-b981-97ce3243a8f5.rna_seq.augmented_star_gene_counts.tsv	d6fcae6e3a7ce6cb3562bb826aa1eaec	4233662	validated
5dad89d3-a15a-4dcd-9b91-77f824f343bf	5dad89d3-a15a-4dcd-9b91-77f824f343bf/d1c3a993-a9b3-4938-949a-a38793413139.rna_seq.augmented_star_gene_counts.tsv	ded256852530ab1330325816a2d6015f	4246443	validated
5dbdee96-ea4e-4a0c-8ebe-55a99be125d7	5dbdee96-ea4e-4a0c-8ebe-55a99be125d7/6cce95fe-f659-4f46-9cb6-efe5f8a92246.rna_seq.augmented_star_gene_counts.tsv	ae563f51d4c74758521af07d3c14e3c5	4217124	validated
5fb5f7ac-6241-4c3d-8350-b18f28c317c5	5fb5f7ac-6241-4c3d-8350-b18f28c317c5/ce9fde25-d159-47df-9a48-d6ab0d392477.rna_seq.augmented_star_gene_counts.tsv	e07e2a36b88cbc01d7a980e908cb5f82	4218198	validated
616b2f3b-b80f-4935-b9ce-9e7fa0739f6d	616b2f3b-b80f-4935-b9ce-9e7fa0739f6d/a020086f-9e3f-455f-9447-15909d2bc710.rna_seq.augmented_star_gene_counts.tsv	5535f1646ba4f495cd380fc2dca86858	4234938	validated
63cf0b7d-bfdb-4576-8c68-6b815da9835c	63cf0b7d-bfdb-4576-8c68-6b815da9835c/099b49a9-c975-4cab-abca-e7eff0a7761d.rna_seq.augmented_star_gene_counts.tsv	9758740eef446aaecdbc0d4ffe7ec180	4245358	validated
68ac1641-5d4d-478b-bec5-a4c9391e3bb1	68ac1641-5d4d-478b-bec5-a4c9391e3bb1/ab61de7b-a3a5-47c6-8eee-86c1f54a1dd0.rna_seq.augmented_star_gene_counts.tsv	921724809f5b5161d453d9c21eee27a7	4235190	validated
6931c961-ab7c-49a7-ba4f-d1a91de1d106	6931c961-ab7c-49a7-ba4f-d1a91de1d106/68314319-c717-4d9d-8c11-041f07153aab.rna_seq.augmented_star_gene_counts.tsv	4cafc81945f878304124a65b396c32f7	4251717	validated
6c56a4fa-cab5-43c1-9933-c267bf03003d	6c56a4fa-cab5-43c1-9933-c267bf03003d/68bc80a7-b4c4-4cc1-96aa-21d5fb01cce9.rna_seq.augmented_star_gene_counts.tsv	e894fdaaa244aa6e02401e2146d3e54a	4238106	validated
6c93913f-c670-4a58-acdc-91166f249eef	6c93913f-c670-4a58-acdc-91166f249eef/3c4880f0-0dbd-48ef-a394-c005b76a7ecc.rna_seq.augmented_star_gene_counts.tsv	2dcbebedf9d0332ff42bc5fcc9eb3b7c	4226459	validated
6d07e0d3-5fcb-42a2-867f-34e6d59a1892	6d07e0d3-5fcb-42a2-867f-34e6d59a1892/0f76a49f-1f61-4863-872c-e090e460d151.rna_seq.augmented_star_gene_counts.tsv	25efca91632d7be111bf30fff761a050	4230670	validated
6ddcb8b3-c6a3-4182-9c4a-01ed10db6f96	6ddcb8b3-c6a3-4182-9c4a-01ed10db6f96/b4a04fab-7043-4d1d-921a-0fe2d2811304.rna_seq.augmented_star_gene_counts.tsv	bbd9e0f8362536683ed38de02cf20684	4229203	validated
6e51b34e-3765-4dc7-b958-4131d0802810	6e51b34e-3765-4dc7-b958-4131d0802810/49c5cc44-1e64-4099-8661-12562b384351.rna_seq.augmented_star_gene_counts.tsv	564f909f3a8126648c62668d063e94f2	4216930	validated
70da7725-200d-4d95-b0f2-f774c5e24673	70da7725-200d-4d95-b0f2-f774c5e24673/63bcb8e7-c0a1-481a-92f9-80bc7d1c4871.rna_seq.augmented_star_gene_counts.tsv	0defb5191f18f6a20e3e1759464a7079	4224912	validated
71b650a6-9849-47a0-8c8b-f0f639b75abe	71b650a6-9849-47a0-8c8b-f0f639b75abe/def065a6-e16c-4c49-b2c8-8a678e0e6376.rna_seq.augmented_star_gene_counts.tsv	fda60638cf2c9af6521d37a39c73b53a	4233972	validated
7332ea7f-d612-4e35-8317-78707b8025ed	7332ea7f-d612-4e35-8317-78707b8025ed/4caf9dc4-059c-4518-b762-5aa69997b00f.rna_seq.augmented_star_gene_counts.tsv	74b5e5e0121b9158a6037d468b45694f	4235678	validated
73a49f51-4a65-4bfd-ab68-2003a3a2cee2	73a49f51-4a65-4bfd-ab68-2003a3a2cee2/bdeb18f5-576e-4879-8cd0-575c37f6fea6.rna_seq.augmented_star_gene_counts.tsv	9e2e71e31ddbefd70823ef986a1db470	4241396	validated
7a541f8d-3af9-4f94-9096-3c3953199f39	7a541f8d-3af9-4f94-9096-3c3953199f39/6ba3eb7c-7d71-4948-8813-4a260185f7b0.rna_seq.augmented_star_gene_counts.tsv	de0e5967b86ad507bae5ae825a8b4e27	4222106	validated
7acd7331-19ee-4160-9bed-f23663032491	7acd7331-19ee-4160-9bed-f23663032491/d409a68f-39e6-4b1d-af0b-69a9cf8a6532.rna_seq.augmented_star_gene_counts.tsv	4236a2344c67693b7c3dee1520fc129f	4235324	validated
7ad79b6a-5f2b-4315-ae69-25439113193f	7ad79b6a-5f2b-4315-ae69-25439113193f/c1673329-c5be-4cd9-b8c5-932d4f2a184d.rna_seq.augmented_star_gene_counts.tsv	b252078b73147f076755c0b320a21256	4231604	validated
7cb6720b-d3dc-4655-b942-dc6588372711	7cb6720b-d3dc-4655-b942-dc6588372711/3de74830-ab78-46c3-bab6-0b78181f7d67.rna_seq.augmented_star_gene_counts.tsv	75f0f9cea8c3b56b75af20c3616893b0	4212192	validated
832a6186-382d-497b-9ea2-5bf51590c886	832a6186-382d-497b-9ea2-5bf51590c886/bfcd3d46-85ed-4d92-b050-a090b343d838.rna_seq.augmented_star_gene_counts.tsv	78c061d8796c1b212208c40ce28c3068	4220946	validated
84d1f1cb-ff06-4cc7-9866-67d738bac419	84d1f1cb-ff06-4cc7-9866-67d738bac419/eb102931-4d5d-469d-82bb-187c6e81d6fb.rna_seq.augmented_star_gene_counts.tsv	32dbafec6d747c52403110bfd70119d6	4230872	validated
88983362-a45a-4eb1-bdd2-e7b2705d9c88	88983362-a45a-4eb1-bdd2-e7b2705d9c88/062ca800-51cd-4ad9-b701-673437972b05.rna_seq.augmented_star_gene_counts.tsv	1412e823901a88e805ddf619f02478fd	4233152	validated
88d9d603-1444-4774-addd-71412a3805bf	88d9d603-1444-4774-addd-71412a3805bf/74fcf1b1-5a5d-4503-a5a2-2eba2c8fe96a.rna_seq.augmented_star_gene_counts.tsv	740ff925f9f11c738c59860d1caa5681	4243296	validated
8b710010-8a49-469f-9b0f-58c79916ae37	8b710010-8a49-469f-9b0f-58c79916ae37/7d54f864-edd0-46be-88e2-e1de4f3269d8.rna_seq.augmented_star_gene_counts.tsv	f74c708384ada614f33ea47ae42153b3	4221055	validated
8c4ffa6f-b8c1-4b56-8e2d-fca2178391d6	8c4ffa6f-b8c1-4b56-8e2d-fca2178391d6/e3c87d1b-9a3b-4399-9f7c-9f9ad6b03077.rna_seq.augmented_star_gene_counts.tsv	8d98cf71cd3a21e4176378122ac0e4c3	4230997	validated
90e2ec57-78b3-4aa3-9613-2be94e2bf716	90e2ec57-78b3-4aa3-9613-2be94e2bf716/fe5b1f22-3dca-4d1a-bd88-e276f27444d5.rna_seq.augmented_star_gene_counts.tsv	69bf8209a5f931addba211b7c1e0c20e	4204010	validated
953b89f7-4f4d-4624-9684-d287d490d5b4	953b89f7-4f4d-4624-9684-d287d490d5b4/09e6c954-819c-40d9-afa0-3441b4f132cb.rna_seq.augmented_star_gene_counts.tsv	908a29b73dfb9e1be357be3a42b07488	4219216	validated
9678c5cb-97be-4f76-a161-fece8b5982cd	9678c5cb-97be-4f76-a161-fece8b5982cd/5982e29e-b818-42b1-87bc-bf55f9d943c1.rna_seq.augmented_star_gene_counts.tsv	5af2bffad466dc555548b6a11340092b	4213317	validated
9826930c-b7bd-49ba-b824-1f940e207f4b	9826930c-b7bd-49ba-b824-1f940e207f4b/f8514d71-3592-4b54-b4ef-fd3373bea997.rna_seq.augmented_star_gene_counts.tsv	118d601e6de1262e3503cb5b8897b631	4234837	validated
9bd7d902-9828-49a7-93c8-7223340ba3b6	9bd7d902-9828-49a7-93c8-7223340ba3b6/e0821d5c-eb82-4bae-acb1-cd2a114cce17.rna_seq.augmented_star_gene_counts.tsv	fe054d89d7034d60ed69ba628648a9d4	4240491	validated
9cd8121a-2c9d-4a60-9235-8f3f5702b5cc	9cd8121a-2c9d-4a60-9235-8f3f5702b5cc/e4345398-dec9-492f-8108-83e336bb2e12.rna_seq.augmented_star_gene_counts.tsv	734ae14e2f17b47088d2928aeb26eda7	4241925	validated
a1bf61fc-7a12-4b94-9b39-d468a7df361d	a1bf61fc-7a12-4b94-9b39-d468a7df361d/d9bf7e07-0073-4fdc-952e-ab9160180871.rna_seq.augmented_star_gene_counts.tsv	8a3c8dbc4d5c9708e62eb4db2fc4c57f	4226288	validated
a1db2ad7-c914-418f-9c8b-847cda90a64f	a1db2ad7-c914-418f-9c8b-847cda90a64f/b9a321ae-1a66-438f-9b21-0a0ea60e7525.rna_seq.augmented_star_gene_counts.tsv	4cc20fae27f061499361b48ce8d6fb3a	4240729	validated
a40e28c3-b3ed-4edf-bfce-71dfb740e8a6	a40e28c3-b3ed-4edf-bfce-71dfb740e8a6/d8bb9aab-ed89-4087-b0dc-0a43d06e3256.rna_seq.augmented_star_gene_counts.tsv	33ef0d6b659ccc743526d4593be7a8ca	4230911	validated
a6d8ea07-b43b-491b-8acd-09f57c4b3a3b	a6d8ea07-b43b-491b-8acd-09f57c4b3a3b/963cb78b-6480-453f-9f62-d92c205f034a.rna_seq.augmented_star_gene_counts.tsv	5aa8832eed8b98eca4f475a01db826d3	4230042	validated
a7f46029-9c1a-49bd-88ab-61664e345f97	a7f46029-9c1a-49bd-88ab-61664e345f97/de53dd9c-416a-492f-89bf-a79866fd3f2d.rna_seq.augmented_star_gene_counts.tsv	894687bbf6a074febad562fb4a39c930	4232705	validated
b0a41da1-d309-4d5a-bd1e-59a7ecdcf64a	b0a41da1-d309-4d5a-bd1e-59a7ecdcf64a/fccbe338-8ab3-4811-8ca2-79c1294261fd.rna_seq.augmented_star_gene_counts.tsv	e0a84632f7815c570e8f6a26641ef257	4229240	validated
b594be41-26d7-4416-b694-ea33bf89b9ed	b594be41-26d7-4416-b694-ea33bf89b9ed/be6549b0-a0ed-4623-9af9-e678639021cf.rna_seq.augmented_star_gene_counts.tsv	5531a05375302b7c8c2b44933d3c198d	4221279	validated
b668d085-9a13-4d78-a973-eba35b289c64	b668d085-9a13-4d78-a973-eba35b289c64/506c4b04-b41f-49e5-84d0-b86ddd8a445e.rna_seq.augmented_star_gene_counts.tsv	97d4c821790d86dd73e0e5e11b3206e4	4242970	validated
b84e7ed5-b84b-4bee-b555-49bd197b9de3	b84e7ed5-b84b-4bee-b555-49bd197b9de3/7f9b9735-b744-47eb-9e0c-e9de4f217dfa.rna_seq.augmented_star_gene_counts.tsv	e1d1bebb1e22344e5c3859f5b1d420f4	4249337	validated
b93f66c9-cf2f-4edb-bd2e-e59860d66845	b93f66c9-cf2f-4edb-bd2e-e59860d66845/bfafd32c-b191-4edf-bacb-da2393f783a2.rna_seq.augmented_star_gene_counts.tsv	94381aef41e02fa912d1a68f28921ee2	4243096	validated
ba98799c-6f98-4d0e-9ce1-b2a21df680c5	ba98799c-6f98-4d0e-9ce1-b2a21df680c5/2f5cd769-f993-4adc-84fc-350940558c0b.rna_seq.augmented_star_gene_counts.tsv	6e66ab2e4093f9e7e63158ce68298567	4215137	validated
bf03f2c2-98e8-4843-9449-ac21b2998b01	bf03f2c2-98e8-4843-9449-ac21b2998b01/a1b731f1-ca9c-4500-b8d2-3400e7be0bb3.rna_seq.augmented_star_gene_counts.tsv	2c254065aba4b456c31c5ea36898aea7	4214455	validated
c013ba53-35bf-4b40-a744-21f390303dee	c013ba53-35bf-4b40-a744-21f390303dee/6a4d9398-65fd-408f-b92f-def4db9c362f.rna_seq.augmented_star_gene_counts.tsv	f9dd43009f097f1beec3967fee8ab6c3	4235870	validated
c5cec55e-35d1-4203-9392-60aa8794534a	c5cec55e-35d1-4203-9392-60aa8794534a/24887d91-0d37-4019-87a5-b1b1559fb6f9.rna_seq.augmented_star_gene_counts.tsv	0b5c0cc1f63a9e68c9a032e91c8af466	4235218	validated
ca7103ce-8d6d-4b6f-8982-c12914fc896e	ca7103ce-8d6d-4b6f-8982-c12914fc896e/94c6aa8d-f524-4c0f-ac62-5343f5814db3.rna_seq.augmented_star_gene_counts.tsv	45f09a212eb24af2df8893de6ade619d	4242804	validated
ccfa22c8-d440-460e-899d-98ce642effca	ccfa22c8-d440-460e-899d-98ce642effca/423d10bb-1195-4c89-8aab-8cfe926097e9.rna_seq.augmented_star_gene_counts.tsv	18d06682223a774fe7018b9df32e7d2c	4228036	validated
cdf82afd-bf8c-4928-ad79-4e4ec703dea5	cdf82afd-bf8c-4928-ad79-4e4ec703dea5/4e60ec4b-d7bf-494e-a62e-fabe75645795.rna_seq.augmented_star_gene_counts.tsv	4116ffba6a20bab398a12898104d00ec	4240897	validated
cec32dbb-d343-44b8-a816-9c616d23c16a	cec32dbb-d343-44b8-a816-9c616d23c16a/4d0dcf46-3239-4079-a378-36805f0b4407.rna_seq.augmented_star_gene_counts.tsv	a1e9b2559cc314cc8828e5aab743aa4d	4219142	validated
d10f39f7-70e3-442d-bac2-0d8900f03dee	d10f39f7-70e3-442d-bac2-0d8900f03dee/710723eb-e59d-4f3b-b6c9-fd6c98f8c9c4.rna_seq.augmented_star_gene_counts.tsv	c0bb6a7fb9334543380c43cc50bc5495	4235806	validated
d8251860-ff31-4639-9dcf-88b4d44d18ce	d8251860-ff31-4639-9dcf-88b4d44d18ce/aabd9d0c-6892-4d07-a294-eb9d23dff6dd.rna_seq.augmented_star_gene_counts.tsv	01101621817a29b39ff10c74a720505e	4219332	validated
db556788-6349-4dc5-9b4b-985c270a17b0	db556788-6349-4dc5-9b4b-985c270a17b0/3c182e07-0453-41ed-8acc-93197a49f007.rna_seq.augmented_star_gene_counts.tsv	88866fe0f4195e42112c0caae5f656fe	4243710	validated
e0368b19-1254-4058-a216-9108a0f4d7c9	e0368b19-1254-4058-a216-9108a0f4d7c9/487cfd48-53f7-4fc1-bb7b-23b5df06fcbe.rna_seq.augmented_star_gene_counts.tsv	e7654d169d24ceaa6143bbe6abe576bc	4228301	validated
e0ba453e-0cbf-4cf5-9cab-d889f899bb7d	e0ba453e-0cbf-4cf5-9cab-d889f899bb7d/1ed7c1ec-c26f-4cb8-bdfb-924333ecac35.rna_seq.augmented_star_gene_counts.tsv	cbd06facc4a75ebdca5b399488a7ef90	4231925	validated
efba4bec-89e3-41d2-ba9f-8b4ef7be3b95	efba4bec-89e3-41d2-ba9f-8b4ef7be3b95/28f9b9c7-f166-420a-9193-a310a4e08234.rna_seq.augmented_star_gene_counts.tsv	1b54c0b0c04658f49f32e96054c10687	4245170	validated
f78434bc-dc0a-412b-871d-59b823b686dc	f78434bc-dc0a-412b-871d-59b823b686dc/aa32595e-7c0e-43de-98fa-fe4f47463a53.rna_seq.augmented_star_gene_counts.tsv	a4efbb92faa8fda2d0fb16b32e343189	4232870	validated
